,0,1,2,3,4,5,6,7,8,9
0,0.0671243808832626,0.9401821754753708,0.9602908461123268,0.6670925251324684,0.9211557600366156,0.0720020741823099,0.3929429339515876,0.9875003974996514,0.5579497344998078,0.8585550920997422
1,0.7240315222605768,0.40972069446596,0.6277608691796175,0.5242351509817864,0.5120854640636919,0.8294945276363805,0.4805065481079232,0.4165503846614746,0.6314266226140534,0.5101675166537292
2,0.0894391288418797,0.5293991341857377,0.9979015601826736,0.2543195113091976,0.2861118921859453,0.3755692429410384,0.3753825179286044,0.4015244207141092,0.7478250791941684,0.7986894662993577
3,0.0684785215796354,0.0909851883076917,0.2058078487388089,0.6631992091075645,0.3547846164463069,0.6989006545274637,0.7614040290890361,0.0246413549071277,0.8170188713783192,0.7340287017075443
4,0.3447822882554806,0.0039071330418358,0.4674109986156126,0.0793183416272909,0.9879765472030984,0.5321519859799844,0.6038659227257189,0.9546680870102064,0.0437032934891945,0.7809638910890914
5,0.97628112980774,0.8459727337022853,0.378953085610817,0.3945793834554688,0.5383736899051744,0.974999636772698,0.2602736316950725,0.5405097219038135,0.7377190234689565,0.2827894478535213
6,0.0353752678990296,0.7897544727139005,0.0967678913011076,0.4943824870288985,0.9361489710507532,0.0454049548870808,0.2358167447005131,0.6430515190801829,0.342488060723304,0.1968904338326473
7,0.6655543096607042,0.5607338204808778,0.0489287517496843,0.5727897968903322,0.3939698617578036,0.6571382176962273,0.2359451625953288,0.5844274178330193,0.1059459381610451,0.8332183236919097
8,0.1330475909040548,0.7373893567146264,0.9421980573177424,0.3141524279738688,0.2648768752894654,0.6195291906512677,0.8758254088327476,0.3487771052798584,0.5449453979033678,0.4579597634503088
9,0.9980491861458778,0.8424352506875058,0.1722148355818066,0.6153145351082875,0.8903619844785894,0.906432002091124,0.7016807371759134,0.558097392701362,0.2537233559284871,0.0958807149462985
10,0.4625347106761904,0.8839837468944978,0.0291787969887979,0.6313210438850286,0.9011055904136392,0.0523674012726899,0.7247129628127132,0.1763589722413825,0.3710662950878933,0.3198569240628351
11,0.3667061722714559,0.4714200753398352,0.8252570252466406,0.1957284783357619,0.4828633179426679,0.3024668181241833,0.1194245014120433,0.9600267017483776,0.6199631702791002,0.1421609289176256
12,0.4487403511379935,0.6974785341659557,0.6083392668034806,0.055448664469149,0.2651747202154684,0.3617501385237983,0.8704432709182062,0.1652429494476146,0.1196760235812092,0.253736534000533
13,0.1364033273298216,0.3620978210311251,0.9383692080777865,0.4419391799450615,0.2355714634333936,0.7460592106779528,0.7034890072653018,0.3780740819614872,0.6219407350369768,0.3451501657785122
14,0.1324778358331951,0.3455421002758587,0.4481765663700768,0.0042454736450452,0.8875917455160719,0.2723866412950773,0.2928696983715166,0.52522400095383,0.3832495882733825,0.5503196792869762
15,0.9515183765992477,0.4123094703053417,0.4184488853263749,0.0323267892714522,0.7314916177009391,0.0266457375686646,0.4434899503747604,0.8144637456472388,0.581097617823039,0.3098146695078929
16,0.7956572400524724,0.8148980646588679,0.6369533254166541,0.7435732761447841,0.3572680739473192,0.6927493430539599,0.6126174837044526,0.1004885755264667,0.4890790137684014,0.1471689384294382
17,0.5831869161606078,0.1588033431881236,0.923220043684188,0.6908726339223582,0.9832567102436164,0.0791570684988339,0.6621423985216743,0.8866352809300929,0.6909848751860906,0.5234349232216985
18,0.0378039168358973,0.3075049511214974,0.5494814389286261,0.9858349702997876,0.3095849385837558,0.0731104816009367,0.2923072403449909,0.8647713221503305,0.8268230011485318,0.9260983805478348
19,0.3428996708575426,0.9677990081058604,0.5929269501246327,0.7487553434058769,0.5675443134238292,0.1269809913109921,0.7782035700186469,0.0143307857610311,0.6560638835558871,0.8894927709583974
20,0.5268440642865931,0.8706323505607356,0.4625675035735829,0.3198029028761788,0.9583593962362312,0.490279814176605,0.6463062697579036,0.2880275439174408,0.3586874060486217,0.8136561704865704
21,0.9150487067594508,0.7241558005141356,0.6162455004575651,0.1994633404352213,0.6022904835764517,0.2815498662871084,0.7936282937888474,0.344045392207327,0.8580156116472962,0.3101360267328005
22,0.0835944260031712,0.701107342494869,0.7500487131744568,0.6546175208927668,0.6945256188273629,0.8771648278319994,0.0183006742871827,0.7762839568872028,0.6509417845360522,0.2404941396990535
23,0.722331074318034,0.5969253724321875,0.1898491664701784,0.7945969367109005,0.9757137699823428,0.7118113802404424,0.3449294806031834,0.3305717473057658,0.044387281673364,0.7978776375516987
24,0.507988253198264,0.9773523889906616,0.6896123245206802,0.015068836584082,0.1388855955903724,0.2827700106980954,0.0609461072126727,0.1857349234000956,0.7352787845868225,0.6338634740860424
25,0.0678451752045923,0.9809572543552076,0.1314814070256997,0.3494040551262977,0.1482774616660739,0.4531382095035587,0.1823593100306573,0.3693973194207792,0.4138660425118939,0.3088050158214797
26,0.8437960159458835,0.0938548859044351,0.5271093045404519,0.0533564605425953,0.4314272871283803,0.5972878263734291,0.2230011988483098,0.802702311052215,0.7585200794402083,0.6487450062077775
27,0.2647441858119836,0.9353283688875303,0.8742737017595025,0.7310971747898559,0.0522961942913046,0.9215949091055488,0.8166168722380823,0.4812300429507158,0.1773780536789536,0.6682414353822218
28,0.3236309687438047,0.0482319302513141,0.0918378484499149,0.3578570632111805,0.1017994819548478,0.3518619696568217,0.8470445906837074,0.763452396083754,0.3968172222656394,0.8538827490755833
